term,term_adapted,term_context,Sociability,Morality,Assertiveness,Ability,Beliefs,Status,Health,Emotions,Geography,Occupation,Appearance,Beauty,Family,Deviance,SocialGroups,Gender,Race,Age,Sexual.Orientation,Valence,Valence_dir,Sociability_dir,Morality_dir,Assertiveness_dir,Ability_dir,Beliefs_dir,Status_dir,Health_dir,Geography_dir,Occupation_dir,Beauty_dir,Deviance_dir,Activation_dir,Emotionalvalence_dir,Age.youngtoold_dir,SexOr.LGBtostr8_dir,Gender.femtomasc_dir,Gender.nonbinary&trans,Sum,Sentence,Sentence_bold,Sentence_qualtrics,Sentence_bold_qualtrics,Sentence_bold_qualtrics2
fake,fake,A person who is fake,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is fake they are also likely to be:,If a person is <b>fake</b> they are also likely to be:,"""If a person is fake they are also likely to be:"",","""If a person is <b>fake</b> they are also likely to be:"",","""If a person is <b>fake</b> they are also likely to:"","
honorable,honorable,A person who is honorable,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is honorable they are also likely to be:,If a person is <b>honorable</b> they are also likely to be:,"""If a person is honorable they are also likely to be:"",","""If a person is <b>honorable</b> they are also likely to be:"",","""If a person is <b>honorable</b> they are also likely to:"","
corrupt,corrupt,A person who is corrupt,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is corrupt they are also likely to be:,If a person is <b>corrupt</b> they are also likely to be:,"""If a person is corrupt they are also likely to be:"",","""If a person is <b>corrupt</b> they are also likely to be:"",","""If a person is <b>corrupt</b> they are also likely to:"","
tolerant,tolerant,A person who is tolerant,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is tolerant they are also likely to be:,If a person is <b>tolerant</b> they are also likely to be:,"""If a person is tolerant they are also likely to be:"",","""If a person is <b>tolerant</b> they are also likely to be:"",","""If a person is <b>tolerant</b> they are also likely to:"","
intolerant,intolerant,A person who is intolerant,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is intolerant they are also likely to be:,If a person is <b>intolerant</b> they are also likely to be:,"""If a person is intolerant they are also likely to be:"",","""If a person is <b>intolerant</b> they are also likely to be:"",","""If a person is <b>intolerant</b> they are also likely to:"","
virtuous,virtuous,A person who is virtuous,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is virtuous they are also likely to be:,If a person is <b>virtuous</b> they are also likely to be:,"""If a person is virtuous they are also likely to be:"",","""If a person is <b>virtuous</b> they are also likely to be:"",","""If a person is <b>virtuous</b> they are also likely to:"","
criminal,a criminal,A person who is a criminal,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is criminal they are also likely to be:,If a person is <b>a criminal</b> they are also likely to be:,"""If a person is criminal they are also likely to be:"",","""If a person is <b>a criminal</b> they are also likely to be:"",","""If a person is <b>a criminal</b> they are also likely to:"","
unprejudiced,unprejudiced,A person who is unprejudiced,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is unprejudiced they are also likely to be:,If a person is <b>unprejudiced</b> they are also likely to be:,"""If a person is unprejudiced they are also likely to be:"",","""If a person is <b>unprejudiced</b> they are also likely to be:"",","""If a person is <b>unprejudiced</b> they are also likely to:"","
prejudiced,prejudiced,A person who is prejudiced,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is prejudiced they are also likely to be:,If a person is <b>prejudiced</b> they are also likely to be:,"""If a person is prejudiced they are also likely to be:"",","""If a person is <b>prejudiced</b> they are also likely to be:"",","""If a person is <b>prejudiced</b> they are also likely to:"","
kind,kind,A person who is kind,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is kind they are also likely to be:,If a person is <b>kind</b> they are also likely to be:,"""If a person is kind they are also likely to be:"",","""If a person is <b>kind</b> they are also likely to be:"",","""If a person is <b>kind</b> they are also likely to:"","
unkind,unkind,A person who is unkind,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is unkind they are also likely to be:,If a person is <b>unkind</b> they are also likely to be:,"""If a person is unkind they are also likely to be:"",","""If a person is <b>unkind</b> they are also likely to be:"",","""If a person is <b>unkind</b> they are also likely to:"","
altruistic,altruistic,A person who is altruistic,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is altruistic they are also likely to be:,If a person is <b>altruistic</b> they are also likely to be:,"""If a person is altruistic they are also likely to be:"",","""If a person is <b>altruistic</b> they are also likely to be:"",","""If a person is <b>altruistic</b> they are also likely to:"","
selfish,selfish,A person who is selfish,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is selfish they are also likely to be:,If a person is <b>selfish</b> they are also likely to be:,"""If a person is selfish they are also likely to be:"",","""If a person is <b>selfish</b> they are also likely to be:"",","""If a person is <b>selfish</b> they are also likely to:"","
truthful,truthful,A person who is truthful,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is truthful they are also likely to be:,If a person is <b>truthful</b> they are also likely to be:,"""If a person is truthful they are also likely to be:"",","""If a person is <b>truthful</b> they are also likely to be:"",","""If a person is <b>truthful</b> they are also likely to:"","
liar,a liar,A person who is a liar,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is a liar they are also likely to be:,If a person is <b>a liar</b> they are also likely to be:,"""If a person is a liar they are also likely to be:"",","""If a person is <b>a liar</b> they are also likely to be:"",","""If a person is <b>a liar</b> they are also likely to:"","
faithful,faithful,A person who is faithful,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is faithful they are also likely to be:,If a person is <b>faithful</b> they are also likely to be:,"""If a person is faithful they are also likely to be:"",","""If a person is <b>faithful</b> they are also likely to be:"",","""If a person is <b>faithful</b> they are also likely to:"","
double-faced,double-faced,A person who is double-faced,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is double-faced they are also likely to be:,If a person is <b>double-faced</b> they are also likely to be:,"""If a person is double-faced they are also likely to be:"",","""If a person is <b>double-faced</b> they are also likely to be:"",","""If a person is <b>double-faced</b> they are also likely to:"","
forgiving,forgiving,A person who is forgiving,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is forgiving they are also likely to be:,If a person is <b>forgiving</b> they are also likely to be:,"""If a person is forgiving they are also likely to be:"",","""If a person is <b>forgiving</b> they are also likely to be:"",","""If a person is <b>forgiving</b> they are also likely to:"","
revengeful,revengeful,A person who is revengeful,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is revengeful they are also likely to be:,If a person is <b>revengeful</b> they are also likely to be:,"""If a person is revengeful they are also likely to be:"",","""If a person is <b>revengeful</b> they are also likely to be:"",","""If a person is <b>revengeful</b> they are also likely to:"","
selfless,selfless,A person who is selfless,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is selfless they are also likely to be:,If a person is <b>selfless</b> they are also likely to be:,"""If a person is selfless they are also likely to be:"",","""If a person is <b>selfless</b> they are also likely to be:"",","""If a person is <b>selfless</b> they are also likely to:"","
egoistic,egoistic,A person who is egoistic,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is egoistic they are also likely to be:,If a person is <b>egoistic</b> they are also likely to be:,"""If a person is egoistic they are also likely to be:"",","""If a person is <b>egoistic</b> they are also likely to be:"",","""If a person is <b>egoistic</b> they are also likely to:"","
generous,generous,A person who is generous,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is generous they are also likely to be:,If a person is <b>generous</b> they are also likely to be:,"""If a person is generous they are also likely to be:"",","""If a person is <b>generous</b> they are also likely to be:"",","""If a person is <b>generous</b> they are also likely to:"","
exploitative,exploitative,A person who is exploitative,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is exploitative they are also likely to be:,If a person is <b>exploitative</b> they are also likely to be:,"""If a person is exploitative they are also likely to be:"",","""If a person is <b>exploitative</b> they are also likely to be:"",","""If a person is <b>exploitative</b> they are also likely to:"","
confident,confident,A person who is confident,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is confident they are also likely to be:,If a person is <b>confident</b> they are also likely to be:,"""If a person is confident they are also likely to be:"",","""If a person is <b>confident</b> they are also likely to be:"",","""If a person is <b>confident</b> they are also likely to:"","
insecure,insecure,A person who is insecure,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is insecure they are also likely to be:,If a person is <b>insecure</b> they are also likely to be:,"""If a person is insecure they are also likely to be:"",","""If a person is <b>insecure</b> they are also likely to be:"",","""If a person is <b>insecure</b> they are also likely to:"","
independent,independent,A person who is independent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is independent they are also likely to be:,If a person is <b>independent</b> they are also likely to be:,"""If a person is independent they are also likely to be:"",","""If a person is <b>independent</b> they are also likely to be:"",","""If a person is <b>independent</b> they are also likely to:"","
dependent,dependent,A person who is dependent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is dependent they are also likely to be:,If a person is <b>dependent</b> they are also likely to be:,"""If a person is dependent they are also likely to be:"",","""If a person is <b>dependent</b> they are also likely to be:"",","""If a person is <b>dependent</b> they are also likely to:"","
ambitious,ambitious,A person who is ambitious,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is ambitious they are also likely to be:,If a person is <b>ambitious</b> they are also likely to be:,"""If a person is ambitious they are also likely to be:"",","""If a person is <b>ambitious</b> they are also likely to be:"",","""If a person is <b>ambitious</b> they are also likely to:"","
unambitious,unambitious,A person who is unambitious,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is unambitious they are also likely to be:,If a person is <b>unambitious</b> they are also likely to be:,"""If a person is unambitious they are also likely to be:"",","""If a person is <b>unambitious</b> they are also likely to be:"",","""If a person is <b>unambitious</b> they are also likely to:"","
assertive,assertive,A person who is assertive,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is assertive they are also likely to be:,If a person is <b>assertive</b> they are also likely to be:,"""If a person is assertive they are also likely to be:"",","""If a person is <b>assertive</b> they are also likely to be:"",","""If a person is <b>assertive</b> they are also likely to:"","
unassertive,unassertive,A person who is unassertive,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is unassertive they are also likely to be:,If a person is <b>unassertive</b> they are also likely to be:,"""If a person is unassertive they are also likely to be:"",","""If a person is <b>unassertive</b> they are also likely to be:"",","""If a person is <b>unassertive</b> they are also likely to:"","
motivated,motivated,A person who is motivated,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is motivated they are also likely to be:,If a person is <b>motivated</b> they are also likely to be:,"""If a person is motivated they are also likely to be:"",","""If a person is <b>motivated</b> they are also likely to be:"",","""If a person is <b>motivated</b> they are also likely to:"","
unmotivated,unmotivated,A person who is unmotivated,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is unmotivated they are also likely to be:,If a person is <b>unmotivated</b> they are also likely to be:,"""If a person is unmotivated they are also likely to be:"",","""If a person is <b>unmotivated</b> they are also likely to be:"",","""If a person is <b>unmotivated</b> they are also likely to:"","
persistent,persistent,A person who is persistent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is persistent they are also likely to be:,If a person is <b>persistent</b> they are also likely to be:,"""If a person is persistent they are also likely to be:"",","""If a person is <b>persistent</b> they are also likely to be:"",","""If a person is <b>persistent</b> they are also likely to:"","
wavering,wavering,A person who is wavering,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is wavering they are also likely to be:,If a person is <b>wavering</b> they are also likely to be:,"""If a person is wavering they are also likely to be:"",","""If a person is <b>wavering</b> they are also likely to be:"",","""If a person is <b>wavering</b> they are also likely to:"","
daring,daring,A person who is daring,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is daring they are also likely to be:,If a person is <b>daring</b> they are also likely to be:,"""If a person is daring they are also likely to be:"",","""If a person is <b>daring</b> they are also likely to be:"",","""If a person is <b>daring</b> they are also likely to:"","
cautious,cautious,A person who is cautious,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is cautious they are also likely to be:,If a person is <b>cautious</b> they are also likely to be:,"""If a person is cautious they are also likely to be:"",","""If a person is <b>cautious</b> they are also likely to be:"",","""If a person is <b>cautious</b> they are also likely to:"","
impulsive,impulsive,A person who is impulsive,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is impulsive they are also likely to be:,If a person is <b>impulsive</b> they are also likely to be:,"""If a person is impulsive they are also likely to be:"",","""If a person is <b>impulsive</b> they are also likely to be:"",","""If a person is <b>impulsive</b> they are also likely to:"","
diffident,diffident,A person who is diffident,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is diffident they are also likely to be:,If a person is <b>diffident</b> they are also likely to be:,"""If a person is diffident they are also likely to be:"",","""If a person is <b>diffident</b> they are also likely to be:"",","""If a person is <b>diffident</b> they are also likely to:"","
aggressive,aggressive,A person who is aggressive,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is aggressive they are also likely to be:,If a person is <b>aggressive</b> they are also likely to be:,"""If a person is aggressive they are also likely to be:"",","""If a person is <b>aggressive</b> they are also likely to be:"",","""If a person is <b>aggressive</b> they are also likely to:"","
docile,docile,A person who is docile,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is docile they are also likely to be:,If a person is <b>docile</b> they are also likely to be:,"""If a person is docile they are also likely to be:"",","""If a person is <b>docile</b> they are also likely to be:"",","""If a person is <b>docile</b> they are also likely to:"","
self-reliant,self-reliant,A person who is self-reliant,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is self-reliant they are also likely to be:,If a person is <b>self-reliant</b> they are also likely to be:,"""If a person is self-reliant they are also likely to be:"",","""If a person is <b>self-reliant</b> they are also likely to be:"",","""If a person is <b>self-reliant</b> they are also likely to:"","
helpless,helpless,A person who is helpless,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is helpless they are also likely to be:,If a person is <b>helpless</b> they are also likely to be:,"""If a person is helpless they are also likely to be:"",","""If a person is <b>helpless</b> they are also likely to be:"",","""If a person is <b>helpless</b> they are also likely to:"","
active,active,A person who is active,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is active they are also likely to be:,If a person is <b>active</b> they are also likely to be:,"""If a person is active they are also likely to be:"",","""If a person is <b>active</b> they are also likely to be:"",","""If a person is <b>active</b> they are also likely to:"","
inactive,inactive,A person who is inactive,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is inactive they are also likely to be:,If a person is <b>inactive</b> they are also likely to be:,"""If a person is inactive they are also likely to be:"",","""If a person is <b>inactive</b> they are also likely to be:"",","""If a person is <b>inactive</b> they are also likely to:"","
dedicated,dedicated,A person who is dedicated,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is dedicated they are also likely to be:,If a person is <b>dedicated</b> they are also likely to be:,"""If a person is dedicated they are also likely to be:"",","""If a person is <b>dedicated</b> they are also likely to be:"",","""If a person is <b>dedicated</b> they are also likely to:"","
lazy,lazy,A person who is lazy,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is lazy they are also likely to be:,If a person is <b>lazy</b> they are also likely to be:,"""If a person is lazy they are also likely to be:"",","""If a person is <b>lazy</b> they are also likely to be:"",","""If a person is <b>lazy</b> they are also likely to:"","
determined,determined,A person who is determined,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is determined they are also likely to be:,If a person is <b>determined</b> they are also likely to be:,"""If a person is determined they are also likely to be:"",","""If a person is <b>determined</b> they are also likely to be:"",","""If a person is <b>determined</b> they are also likely to:"","
undedicated,undedicated,A person who is undedicated,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is undedicated they are also likely to be:,If a person is <b>undedicated</b> they are also likely to be:,"""If a person is undedicated they are also likely to be:"",","""If a person is <b>undedicated</b> they are also likely to be:"",","""If a person is <b>undedicated</b> they are also likely to:"","
resolute,resolute,A person who is resolute,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is resolute they are also likely to be:,If a person is <b>resolute</b> they are also likely to be:,"""If a person is resolute they are also likely to be:"",","""If a person is <b>resolute</b> they are also likely to be:"",","""If a person is <b>resolute</b> they are also likely to:"","
lethargic,lethargic,A person who is lethargic,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is lethargic they are also likely to be:,If a person is <b>lethargic</b> they are also likely to be:,"""If a person is lethargic they are also likely to be:"",","""If a person is <b>lethargic</b> they are also likely to be:"",","""If a person is <b>lethargic</b> they are also likely to:"","
energetic,energetic,A person who is energetic,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is energetic they are also likely to be:,If a person is <b>energetic</b> they are also likely to be:,"""If a person is energetic they are also likely to be:"",","""If a person is <b>energetic</b> they are also likely to be:"",","""If a person is <b>energetic</b> they are also likely to:"","
meek,meek,A person who is meek,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is meek they are also likely to be:,If a person is <b>meek</b> they are also likely to be:,"""If a person is meek they are also likely to be:"",","""If a person is <b>meek</b> they are also likely to be:"",","""If a person is <b>meek</b> they are also likely to:"","
resilient,resilient,A person who is resilient,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is resilient they are also likely to be:,If a person is <b>resilient</b> they are also likely to be:,"""If a person is resilient they are also likely to be:"",","""If a person is <b>resilient</b> they are also likely to be:"",","""If a person is <b>resilient</b> they are also likely to:"","
nonresilient,nonresilient,A person who is nonresilient,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is nonresilient they are also likely to be:,If a person is <b>nonresilient</b> they are also likely to be:,"""If a person is nonresilient they are also likely to be:"",","""If a person is <b>nonresilient</b> they are also likely to be:"",","""If a person is <b>nonresilient</b> they are also likely to:"","
self-confident,self-confident,A person who is self-confident,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is self-confident they are also likely to be:,If a person is <b>self-confident</b> they are also likely to be:,"""If a person is self-confident they are also likely to be:"",","""If a person is <b>self-confident</b> they are also likely to be:"",","""If a person is <b>self-confident</b> they are also likely to:"","
spiritless,spiritless,A person who is spiritless,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is spiritless they are also likely to be:,If a person is <b>spiritless</b> they are also likely to be:,"""If a person is spiritless they are also likely to be:"",","""If a person is <b>spiritless</b> they are also likely to be:"",","""If a person is <b>spiritless</b> they are also likely to:"","
secure,secure,A person who is secure,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is secure they are also likely to be:,If a person is <b>secure</b> they are also likely to be:,"""If a person is secure they are also likely to be:"",","""If a person is <b>secure</b> they are also likely to be:"",","""If a person is <b>secure</b> they are also likely to:"","
unconfident,unconfident,A person who is unconfident,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is unconfident they are also likely to be:,If a person is <b>unconfident</b> they are also likely to be:,"""If a person is unconfident they are also likely to be:"",","""If a person is <b>unconfident</b> they are also likely to be:"",","""If a person is <b>unconfident</b> they are also likely to:"","
conscientious,conscientious,A person who is conscientious,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is conscientious they are also likely to be:,If a person is <b>conscientious</b> they are also likely to be:,"""If a person is conscientious they are also likely to be:"",","""If a person is <b>conscientious</b> they are also likely to be:"",","""If a person is <b>conscientious</b> they are also likely to:"","
unenterprising,unenterprising,A person who is unenterprising,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is unenterprising they are also likely to be:,If a person is <b>unenterprising</b> they are also likely to be:,"""If a person is unenterprising they are also likely to be:"",","""If a person is <b>unenterprising</b> they are also likely to be:"",","""If a person is <b>unenterprising</b> they are also likely to:"","
